Loan Name;Account ID;Account Holder Name;Account State;Loan Amount;Principal Due;Total Due;Total Paid;Days In Arrears;Interest from Arrears Balance;Interest from Arrears Due;Interest from Arrears Paid;Days Late;Product;Product Category;Created;Last Modified;Closed Date
BNPL - Dynamic;MARKETBANK-674739;Joud  Zaumot;Closed (Written Off);79,99;0,00;0,00;26,66;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;22-06-2022 16:32:26;23-06-2022 16:18:57;23-06-2022 16:18:57
Agriculture Loan;ZVEE114;CC_EUR Test;In Arrears;950,00;950,00;1026,35;0,00;781,00;0,00;0,00;0,00;781,00;Agriculture Loan;UNCATEGORIZED;18-05-2021 13:42:26;06-12-2022 17:45:28;
Term Loan - Test;PMKX688;Carol Amandino;In Arrears;1500,00;983,24;25997,71;516,76;154,00;8,80;8,80;0,00;159,00;Term Loan1234;PERSONAL_LENDING;01-02-2023 16:46:38;08-08-2023 04:40:30;
BNPL;KILU859;Carol Amandino;Approved;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL;PERSONAL_LENDING;01-02-2023 17:01:10;01-02-2023 17:01:11;
Term Loan - Test3;BWDR175;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan1234;PERSONAL_LENDING;01-02-2023 18:11:57;01-02-2023 18:11:57;
Term Loan - Test3;CTYQ623;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan1234;PERSONAL_LENDING;01-02-2023 18:16:10;01-02-2023 18:16:12;
Term Loan - Test5;OAGL750;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan1234;PERSONAL_LENDING;01-02-2023 18:29:07;01-02-2023 18:29:07;
Term Loan - Test5;CWFP021;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan1234;PERSONAL_LENDING;01-02-2023 18:29:29;01-02-2023 18:29:29;
BNPL - Dynamic Test;ZBWD543;Beatriz Toscano;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;01-02-2023 18:39:55;01-02-2023 18:39:55;
Buy Now Pay Later;MARKETBANK-541266;Gil Pinto;In Arrears;79,99;79,99;79,99;0,00;389,00;0,00;0,00;0,00;389,00;Buy Now Pay Later;PERSONAL_LENDING;14-06-2022 14:45:45;06-12-2022 17:45:33;
Capitalized Fee test;GPUM327;Vitor RD;In Arrears;1000,00;902,80;902,80;111,00;427,00;0,00;0,00;0,00;428,00;Capitalized Fee test;;04-03-2022 11:53:16;06-12-2022 17:45:24;
SO Mortgage Account - EUR;443181431;Carol Amandino;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;24-07-2023 18:15:14;24-07-2023 18:15:15;
SO Mortgage Account - EUR;419210963;Carol Amandino;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;24-07-2023 18:34:54;24-07-2023 18:34:55;
Retail Mortgage;MRTG-RET-UHNK015;James Theodore White;Closed;200000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;26-03-2021 10:18:02;26-03-2021 13:51:07;26-03-2021 13:51:07
Loan Product XX;TSOR088;Catarina Silva;In Arrears;15000,00;5030,21;5030,21;10000,00;372,00;0,00;0,00;0,00;393,00;Loan Product XX;PERSONAL_LENDING;23-05-2022 10:45:11;06-12-2022 17:45:40;
BNPL - Dynamic;MARKETBANK-62ac4dfc10b4d;Pedro3 Gomes3;Approved;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 10:48:43;06-12-2022 17:45:20;
StudentEducationalLoan;TJJB180;BHARATHI N;In Arrears;50000,00;25000,02;27125,03;0,00;161,00;441,73;441,73;0,00;161,00;Mortgages Test Product;RETAIL_MORTGAGES;30-01-2023 14:10:10;31-07-2023 08:23:59;
Agriculture Loan;RAEC332;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 09:36:30;06-12-2022 17:45:31;
Agriculture Loan;CNFQ310;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;02-03-2021 15:16:19;06-12-2022 17:45:25;
Car Loan;CNFI162;Diogo Miguel Dias;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 16:48:22;06-12-2022 17:45:19;
Fishermen Group Loan;YZYP449;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 17:40:55;06-12-2022 17:45:40;
Student Loan;L00041;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 17:46:55;06-12-2022 17:45:40;
Student Loan;L00045;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 17:48:48;06-12-2022 17:45:40;
SO Mortgage Account EURIBOR  - EUR ;444023449;Carol Amandino;Active;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR ;RETAIL_MORTGAGES;25-07-2023 15:39:57;26-07-2023 09:53:36;
SO Mortgage Account EURIBOR  - EUR ;464244033;Carol Amandino;Active;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR ;RETAIL_MORTGAGES;25-07-2023 15:43:39;25-07-2023 16:53:03;
testeMortFree;XELW203;Maria Pinto;Pending Approval;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;testeMortFree;RETAIL_MORTGAGES;25-07-2023 16:37:57;25-07-2023 16:37:57;
USE CASE LOAN;L8386883598;UC - Customer 2 ACC;In Arrears;4500000,00;4500000,00;4528750,00;28437,50;676,00;0,00;0,00;0,00;676,00;TL - RECON USE CASE;COMMERCIAL;22-06-2021 14:10:55;06-12-2022 17:45:42;
StudentEducationalLoan;XFSX584;BHARATHI N;Closed (Written Off);10000,00;0,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;Mortgages Test Product;RETAIL_MORTGAGES;03-02-2023 10:46:17;28-02-2023 10:21:01;28-02-2023 10:21:02
Agriculture Loan;YEFD301;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;01-03-2021 16:59:04;06-12-2022 17:45:24;
Agriculture Loanllll;BLIJ761;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;01-03-2021 17:06:04;06-12-2022 17:45:24;
Term Loan WUBS AT EUR 3M+;L3653873707;Company_;Active;100000,00;0,00;0,00;100011,11;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;20-09-2021 09:05:59;06-12-2022 17:50:18;
Credit Card PT;L054;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;14-04-2021 13:04:05;06-12-2022 17:45:32;
Agriculture Loan;L00014;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:07:59;06-12-2022 17:45:33;
Agriculture Loan;L00015;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:08:02;06-12-2022 17:45:33;
Agriculture Loan;L00019;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:14:12;06-12-2022 17:45:34;
Agriculture Loan;L00020;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:14:12;06-12-2022 17:45:34;
Agriculture Loan;L00024;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:22:07;06-12-2022 17:45:20;
Agriculture Loan;L00026;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 17:13:52;06-12-2022 17:45:21;
Agriculture Loan;L044;Martim Leitao Reis;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;09-04-2021 10:34:04;06-12-2022 17:45:28;
Construction Loan;L043;Andre Drumond Mateus;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;09-04-2021 10:34:21;06-12-2022 17:45:37;
Credit Card PT;L047;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;09-04-2021 10:34:29;06-12-2022 17:45:32;
TL - RECON USE CASE;L0063901086;UC - Customer 2 ACC;In Arrears;4500000,00;4500000,00;4528437,50;0,00;769,00;0,00;0,00;0,00;769,00;TL - RECON USE CASE;COMMERCIAL;28-06-2021 15:20:27;06-12-2022 17:45:42;
Fishermen Group Loan;VCUW239;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;04-03-2021 11:07:17;06-12-2022 17:45:29;
Construction Loan;OBID284;Diogo Miguel Dias;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;04-03-2021 11:13:23;06-12-2022 17:45:35;
Agriculture Loan;PSLM362;Marisa  Faria Nascimento;Active;92,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;502,00;Agriculture Loan;UNCATEGORIZED;21-03-2022 09:55:08;21-03-2022 09:55:08;
Agriculture Loan;4567;Maria Graca Cardoso;In Arrears;1150,00;1150,00;1736,46;0,00;889,00;0,00;0,00;0,00;889,00;Agriculture Loan;UNCATEGORIZED;11-11-2020 00:00:00;06-12-2022 17:45:24;
Agriculture Loan;4568;Martim Leitao Reis;In Arrears;1145,00;1145,00;1739,39;0,00;525,00;0,00;0,00;0,00;525,00;Agriculture Loan;UNCATEGORIZED;10-01-2021 00:00:00;06-12-2022 17:45:25;
Agriculture Loan;4569;Pedro Miguel Marquez;In Arrears;800,00;300,00;551,68;0,00;160,00;0,00;0,00;0,00;160,00;Agriculture Loan;UNCATEGORIZED;15-02-2021 00:00:00;02-03-2023 01:23:30;
Agriculture Loan;4566;Andre Drumond Mateus;Active;900,00;0,00;0,00;473,91;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;20-02-2021 00:00:00;06-12-2022 17:45:31;
Buy Now Pay Later;MARKETBANK-348145;Abl2berto GSo2mes;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:15:01;06-12-2022 17:45:33;
Buy Now Pay Later;MARKETBANK-444899;Gil Pinto;Closed;69,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:45:42;22-06-2022 16:23:20;22-06-2022 16:23:21
Buy Now Pay Later;MARKETBANK-2;Pedro3 Gomes3;Approved;1000,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 14:17:48;06-12-2022 17:45:33;
Agriculture Loan;L00082;Pedro Miguel Marquez;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;05-04-2021 19:13:33;06-12-2022 17:45:27;
Credit Card PT;L00085;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;05-04-2021 19:14:02;06-12-2022 17:45:30;
Auto Test;HLEV979;Joao Reis Client;In Arrears;5000,00;3266,69;3325,00;500,00;190,00;0,00;0,00;0,00;232,00;Auto Test;PERSONAL_LENDING;19-10-2022 16:25:02;31-01-2023 01:09:01;
SO Mortgage Account - EUR;488960529;Carol Amandino;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;24-07-2023 16:37:16;24-07-2023 16:37:17;
SO Mortgage Account - EUR;446181043;Carol Amandino;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;24-07-2023 18:07:12;24-07-2023 18:07:13;
Agriculture Loan;TBYY487;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 13:30:37;06-12-2022 17:45:28;
Agriculture Loan;VFLX954;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 13:30:40;06-12-2022 17:45:28;
Agriculture Loan;DMJV361;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:13:12;06-12-2022 17:45:29;
Agriculture Loan;CZEV077;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:13:15;06-12-2022 17:45:29;
Agriculture Loan;XUXX652;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:26:57;06-12-2022 17:45:29;
Agriculture Loan;EQFC813;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:01:51;06-12-2022 17:45:30;
Retail Mortgage;MRTG-RET-SCBK889;James Theodore White;Closed;123456,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;22-03-2021 19:35:05;22-03-2021 19:36:24;22-03-2021 19:36:25
Retail Mortgage;MRTG-RET-MKAV145;James Theodore White;Closed;1234567890,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;22-03-2021 19:42:08;22-03-2021 19:57:34;22-03-2021 19:57:34
Capitalized Fee test;L00059;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;24-03-2021 12:00:44;06-12-2022 17:45:22;
smeloan45;WBWS150;EmpresaAngelina;Approved;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;smeloan45;PERSONAL_LENDING;19-02-2023 20:40:50;28-02-2023 16:52:33;
smeloan45;AUMA248;EmpresaAngelina;Pending Approval;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;smeloan45;PERSONAL_LENDING;19-02-2023 20:49:11;28-02-2023 16:52:05;
Personal Loan;TZJV602;Teresa Varandas;Closed (Written Off);2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;04-08-2020 10:46:04;04-08-2020 10:52:00;04-08-2020 10:52:00
Term Loan WUBS AT EUR 3M+;L3885292024;Company_;In Arrears;10000000,00;10000000,00;16438266,48;0,00;516,00;0,00;0,00;0,00;516,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;10-02-2022 12:01:23;06-12-2022 17:50:27;
Term Loan WUBS AT EUR 3M+;L3974065718;Company_;In Arrears;100000,00;100000,00;230076,85;0,00;540,00;0,00;0,00;0,00;542,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;10-02-2022 12:26:08;06-12-2022 17:50:28;
SO Mortgage Account - EUR;414081364;BHARATHI N;Closed (Written Off);5000,00;0,00;0,00;2000,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;28-02-2023 11:58:39;03-03-2023 08:29:34;03-03-2023 08:29:34
BNPL - Dynamic;MARKETBANK-909630;Joud  Zaumot;Closed;59,99;0,00;0,00;59,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;24-06-2022 14:35:27;27-06-2022 03:06:09;27-06-2022 03:06:09
BNPL - Dynamic;MARKETBANK-936505;Joud  Zaumot;Closed;59,99;0,00;0,00;59,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 03:26:40;27-06-2022 03:27:14;27-06-2022 03:27:15
BNPL - Dynamic;MARKETBANK-211530;Joud  Zaumot;Closed;79,99;0,00;0,00;79,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 10:05:31;27-06-2022 14:52:12;27-06-2022 14:52:12
BNPL - Dynamic;MARKETBANK-305358;Joud  Zaumot;Closed;139,99;0,00;0,00;139,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 11:56:02;27-06-2022 14:52:04;27-06-2022 14:52:05
BNPL - Dynamic;MARKETBANK-234590;Joud  Zaumot;Closed;79,99;0,00;0,00;79,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 13:30:51;27-06-2022 14:52:23;27-06-2022 14:52:24
Mortgages Test Product;FPZW721;BHARATHI N;In Arrears;10000,00;3512,04;3631,46;6500,00;154,00;83,71;83,71;0,00;154,00;Mortgages Test Product;RETAIL_MORTGAGES;08-02-2023 09:16:45;07-08-2023 07:55:26;
BNPL - Dynamic;MARKETBANK-62ac53efe53b6;Pedro3 Gomes3;Approved;180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;17-06-2022 11:14:09;06-12-2022 17:45:21;
Mortgages Test Product;OEGF516;Vanessa Silva;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Mortgages Test Product;RETAIL_MORTGAGES;23-02-2023 10:57:15;23-02-2023 10:57:16;
Agriculture Loan;OLHI049;Client Nuno Faria;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;29-01-2021 16:35:56;06-12-2022 17:45:25;
Agriculture Loan;ZRLD134;Client Nuno Faria;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;29-01-2021 16:39:50;06-12-2022 17:45:25;
Agriculture Loan;CEGB156;Client Nuno Faria;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;29-01-2021 16:45:50;06-12-2022 17:45:25;
Credit Card PT;UUNW897;Client Nuno Faria;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;29-01-2021 16:46:27;06-12-2022 17:45:29;
Fishermen Group Loan;L00070;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;29-03-2021 18:05:08;06-12-2022 17:45:30;
Personal Loan;L00069;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;29-03-2021 18:05:38;06-12-2022 17:45:44;
Student Loan;L00067;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;29-03-2021 18:05:53;06-12-2022 17:45:41;
Buy Now Pay Later;MARKETBANK-741109;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 12:57:26;22-06-2022 16:23:40;22-06-2022 16:23:41
Buy Now Pay Later;MARKETBANK-177885;Gil Pinto;Closed;139,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 13:30:02;22-06-2022 16:24:04;22-06-2022 16:24:04
loan test 4;935902675;Los Pollos Hermanos Main Account;Pending Approval;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL SME;SME_LENDING;27-03-2023 12:45:12;27-03-2023 12:45:12;
Credit Card PT;GFNG084;Teresa Varandas;In Arrears;5000,00;712,83;1851,22;299,50;1418,00;692,63;692,63;12,33;1418,00;Credit Card PT;;04-08-2020 12:01:39;20-07-2023 01:06:26;
Corporate Lending;HXTU087;EmpresaAngelina;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;17-02-2023 11:17:51;28-02-2023 16:52:05;
Corporate Lending;YSSW544;EmpresaAngelina;Pending Approval;40000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;17-02-2023 15:06:00;28-02-2023 16:52:05;
BNPL - Dynamic;MARKETBANK-475119;Joud  Zaumot;Closed;54,99;0,00;0,00;54,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;24-06-2022 16:09:26;27-06-2022 03:06:55;27-06-2022 03:06:56
BNPL - Dynamic;MARKETBANK-130254;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 02:50:59;27-06-2022 03:07:06;27-06-2022 03:07:07
BNPL - Dynamic;MARKETBANK-621148;Joud  Zaumot;Closed;139,99;0,00;0,00;139,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 13:13:45;27-06-2022 14:52:17;27-06-2022 14:52:17
BNPL - Dynamic;MARKETBANK-461779;Joud  Zaumot;Active;139,99;0,00;0,00;139,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;01-07-2022 11:34:26;19-01-2023 11:08:41;
WUBS Loan AT EUR 1D - Updated;L3271499662;Client Nuno Faria;Active;1000,00;0,00;0,00;1900,14;0,00;20,25;20,25;0,00;0,00;WUBS Loan AT EUR 1D - Updated;SME_LENDING;20-08-2021 15:09:22;06-12-2022 17:45:36;
Personal Loan;JIJH510;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-03-2021 11:33:52;06-12-2022 17:45:44;
Personal Loan;XXEG880;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;05-03-2021 11:35:30;06-12-2022 17:45:44;
TB_LA_001;MDHL850;Afonso Pereira;Active;500000,00;0,00;0,00;500100,00;0,00;0,00;0,00;0,00;0,00;Austrian Loan;PERSONAL_LENDING;13-10-2021 10:38:47;06-12-2022 17:45:35;
TB_LA_002;GEAG553;Afonso Pereira;Closed;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;13-10-2021 16:01:35;13-10-2021 16:24:51;13-10-2021 16:24:51
TB_LA_002;RDTK461;Afonso Pereira;In Arrears;5022,50;5022,50;5025,86;0,00;662,00;0,00;0,00;0,00;662,00;AAAA;PERSONAL_LENDING;13-10-2021 16:24:51;06-12-2022 17:45:33;
Agriculture Loan;CALL390;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:01:44;06-12-2022 17:45:29;
Agriculture Loan;WSXL874;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:01:50;06-12-2022 17:45:30;
Agriculture Loan;4;Okeke Jerebinšek;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:09:04;06-12-2022 17:45:31;
Retail Mortgage;MRTG-RET-NIHR432;James Theodore White;Closed;150000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;23-03-2021 08:41:54;23-03-2021 09:02:29;23-03-2021 09:02:29
Construction Loan;L00056;Maria Graca Cardoso;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;24-03-2021 12:00:59;06-12-2022 17:45:36;
Fishermen Group Loan;L00063;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;24-03-2021 12:01:16;06-12-2022 17:45:30;
BNPL - Dynamic;MARKETBANK-715701;Joud  Zaumot;Closed;139,98;0,00;0,00;139,98;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;24-06-2022 11:08:28;27-06-2022 02:54:17;27-06-2022 02:54:18
Agriculture Loan;L00002;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 10:50:47;06-12-2022 17:45:32;
Agriculture Loan;L00003;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 10:50:49;06-12-2022 17:45:32;
Buy Now Pay Later;MARKETBANK-725913;Gil Pinto;Closed;69,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 13:18:14;22-06-2022 16:23:59;22-06-2022 16:23:59
Buy Now Pay Later;MARKETBANK-681720;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 15:52:10;22-06-2022 16:24:30;22-06-2022 16:24:31
Credit Card PT;L00054;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;09-03-2021 18:54:54;06-12-2022 17:45:29;
Fishermen Group Loan;RXXI813;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;03-03-2021 11:18:10;06-12-2022 17:45:43;
Agriculture Loan;GWFK858;Daniela Faria Faria;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;15-09-2022 11:52:40;06-12-2022 17:45:31;
LoanProductTest;BXZN766;Test_ 1_ Client;Approved;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;PERSONAL_LENDING;15-09-2022 13:00:05;06-12-2022 17:45:33;
