Loan Name;Account ID;Account Holder ID;Account Holder Name;Account State;Account Sub-State;Loan Amount;Principal Due;Total Due;Principal Paid;Total Paid;Approval Date;Activation Date;Last Payment Date;Last Modified;Closed Date
loan test 4;935902675;61205728;Los Pollos Hermanos Main Account;Pending Approval;;1500,00;0,00;0,00;0,00;0,00;;;;27-03-2023 12:45:12;
Credit Card PT;GFNG084;755038585;Teresa Varandas;In Arrears;;5000,00;712,83;1851,22;287,17;299,50;04-08-2020 12:01:47;21-08-2019;11-08-2020 12:48:52;20-07-2023 01:06:26;
Corporate Lending;HXTU087;205270106;EmpresaAngelina;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;28-02-2023 16:52:05;
Corporate Lending;YSSW544;205270106;EmpresaAngelina;Pending Approval;;40000,00;0,00;0,00;0,00;0,00;;;;28-02-2023 16:52:05;
BNPL - Dynamic;MARKETBANK-475119;881857316;Joud  Zaumot;Closed;;54,99;0,00;0,00;54,99;54,99;24-06-2022 16:09:29;24-06-2022;27-06-2022 03:06:55;27-06-2022 03:06:55;27-06-2022 03:06:56
BNPL - Dynamic;MARKETBANK-130254;881857316;Joud  Zaumot;Closed;;69,99;0,00;0,00;69,99;69,99;27-06-2022 02:51:01;27-06-2022;27-06-2022 02:53:13;27-06-2022 03:07:06;27-06-2022 03:07:07
BNPL - Dynamic;MARKETBANK-621148;881857316;Joud  Zaumot;Closed;;139,99;0,00;0,00;139,99;139,99;27-06-2022 13:13:47;27-06-2022;27-06-2022 13:13:49;27-06-2022 14:52:17;27-06-2022 14:52:17
BNPL - Dynamic;MARKETBANK-461779;881857316;Joud  Zaumot;Active;;139,99;0,00;0,00;139,99;139,99;01-07-2022 12:05:53;01-07-2022;09-01-2023 00:00:00;19-01-2023 11:08:41;
WUBS Loan AT EUR 1D - Updated;L3271499662;299268506;Client Nuno Faria;Active;;1000,00;0,00;0,00;1000,00;1900,14;20-08-2021 15:09:24;04-08-2021;08-06-2022 23:15:01;06-12-2022 17:45:36;
Personal Loan;JIJH510;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;05-03-2021 11:33:55;;;06-12-2022 17:45:44;
Personal Loan;XXEG880;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;05-03-2021 11:35:31;;;06-12-2022 17:45:44;
TB_LA_001;MDHL850;309869990;Afonso Pereira;Active;;500000,00;0,00;0,00;500000,00;500100,00;13-10-2021 11:35:50;13-10-2021;14-10-2021 10:43:06;06-12-2022 17:45:35;
TB_LA_002;GEAG553;309869990;Afonso Pereira;Closed;Rescheduled;5000,00;0,00;0,00;0,00;0,00;13-10-2021 16:02:28;04-10-2021;;13-10-2021 16:24:51;13-10-2021 16:24:51
TB_LA_002;RDTK461;309869990;Afonso Pereira;In Arrears;;5022,50;5022,50;5025,86;0,00;0,00;13-10-2021 16:24:51;13-10-2021;;06-12-2022 17:45:33;
Agriculture Loan;CALL390;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 15:01:50;;;06-12-2022 17:45:29;
Agriculture Loan;WSXL874;2;Uros غلامرضایی;Approved;;1145,00;0,00;0,00;0,00;0,00;17-02-2021 15:01:52;;;06-12-2022 17:45:30;
Agriculture Loan;4;4;Okeke Jerebinšek;Approved;;900,00;0,00;0,00;0,00;0,00;17-02-2021 15:09:06;;;06-12-2022 17:45:31;
Retail Mortgage;MRTG-RET-NIHR432;678220976;James Theodore White;Closed;Withdrawn;150000,00;0,00;0,00;0,00;0,00;23-03-2021 08:41:59;;;23-03-2021 09:02:29;23-03-2021 09:02:29
Construction Loan;L00056;00045;Maria Graca Cardoso;Pending Approval;;5000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Fishermen Group Loan;L00063;0;گلشن Chinwenma;Approved;;5000,00;0,00;0,00;0,00;0,00;24-03-2021 12:01:19;;;06-12-2022 17:45:30;
BNPL - Dynamic;MARKETBANK-715701;881857316;Joud  Zaumot;Closed;;139,98;0,00;0,00;139,98;139,98;24-06-2022 11:22:40;24-06-2022;27-06-2022 02:54:17;27-06-2022 02:54:17;27-06-2022 02:54:18
Agriculture Loan;L00002;00002;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;22-02-2021 10:50:53;;;06-12-2022 17:45:32;
Agriculture Loan;L00003;00003;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;22-02-2021 10:50:53;;;06-12-2022 17:45:32;
Buy Now Pay Later;MARKETBANK-725913;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;69,99;0,00;0,00;0,00;0,00;13-06-2022 13:18:23;;;22-06-2022 16:23:59;22-06-2022 16:23:59
Buy Now Pay Later;MARKETBANK-681720;MARKETBANK-1;Gil Pinto;Closed;Withdrawn;59,99;0,00;0,00;0,00;0,00;13-06-2022 15:52:11;;;22-06-2022 16:24:30;22-06-2022 16:24:31
Credit Card PT;L00054;00046;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;09-03-2021 18:54:58;;;06-12-2022 17:45:29;
Fishermen Group Loan;RXXI813;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;03-03-2021 11:18:12;;;06-12-2022 17:45:43;
Agriculture Loan;GWFK858;723975805;Daniela Faria Faria;Approved;;950,00;0,00;0,00;0,00;0,00;15-09-2022 11:52:42;;;06-12-2022 17:45:31;
LoanProductTest;BXZN766;211851587;Test_ 1_ Client;Approved;;500,00;0,00;0,00;0,00;0,00;15-09-2022 13:00:07;;;06-12-2022 17:45:33;
Agriculture Loan;L00028;00036;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;22-02-2021 17:13:57;;;06-12-2022 17:45:21;
Austrian Loan;YMPY911;130113206;André Teste;In Arrears;;500000,00;500000,00;502875,00;0,00;0,00;23-08-2021 17:39:56;23-08-2021;;06-12-2022 17:45:35;
Fishermen Group Loan;HIXU791;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;03-03-2021 11:18:21;;;06-12-2022 17:45:43;
Agriculture Loan;SSHB970;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 11:24:07;;;06-12-2022 17:45:27;
Agriculture Loan;ZUII417;4;Okeke Jerebinšek;Approved;;900,00;0,00;0,00;0,00;0,00;17-02-2021 11:43:29;;;06-12-2022 17:45:28;
Agriculture Loan;OFWB873;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 11:49:45;;;06-12-2022 17:45:28;
Agriculture Loan;ZOQU730;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 13:16:26;;;06-12-2022 17:45:28;
Agriculture Loan;VOUB082;3;Nina Quynh;Approved;;800,00;0,00;0,00;0,00;0,00;17-02-2021 13:30:46;;;06-12-2022 17:45:29;
Agriculture Loan;VRNQ501;4;Okeke Jerebinšek;Approved;;900,00;0,00;0,00;0,00;0,00;17-02-2021 13:30:46;;;06-12-2022 17:45:29;
Agriculture Loan;NZJO715;480639407;Rita de Fonseca AFonso;Approved;;1000,00;0,00;0,00;0,00;0,00;30-06-2021 14:58:19;;;06-12-2022 17:45:28;
Agriculture Loan;WUYU086;705501648;Honorato Afonso de Maria;Approved;;1000,00;0,00;0,00;0,00;0,00;30-06-2021 16:55:30;;;06-12-2022 17:45:29;
Car Loan;GBZA180;705501648;Honorato Afonso de Maria;Approved;;500,00;0,00;0,00;0,00;0,00;30-06-2021 17:14:13;;;06-12-2022 17:50:16;
Student Loan;DNQY618;705501648;Honorato Afonso de Maria;Closed;Refinanced;7000,00;0,00;0,00;650,00;1000,00;30-06-2021 17:15:56;05-07-2021;05-07-2021 17:32:03;12-07-2021 14:50:00;12-07-2021 14:50:00
SO Mortgage Account - EUR;476056851;167639416;BHARATHI N;Approved;;100,00;0,00;0,00;0,00;0,00;25-03-2023 18:43:25;;;25-03-2023 18:43:25;
Agriculture Loan;L00031;00039;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;23-02-2021 10:42:04;;;06-12-2022 17:45:23;
Agriculture Loan;L00032;00040;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;23-02-2021 10:42:05;;;06-12-2022 17:45:23;
BNPL - Dynamic;MARKETBANK-62ac5352a2a7d;810233400;Pedro3 Gomes3;Approved;;180,00;0,00;0,00;0,00;0,00;17-06-2022 11:21:27;;;06-12-2022 17:45:20;
BNPL - Dynamic;MARKETBANK-62ac54580f86a;810233400;Pedro3 Gomes3;Approved;;180,00;0,00;0,00;0,00;0,00;17-06-2022 11:21:27;;;06-12-2022 17:45:21;
SO Bank BNPL ;854236259;314316158;Pedro Pascal;In Arrears;;1500,00;1490,00;1565,00;10,00;10,00;20-03-2023 14:36:59;20-03-2023;20-03-2023 14:37:32;26-05-2023 05:14:09;
Training Short-term Loan;1001;531943157;John Training Doe;In Arrears;;20000,00;9072,41;10479,01;1753,54;2000,00;16-08-2022 17:36:20;07-06-2022;16-08-2022 17:42:27;21-07-2023 00:54:23;
TesteLoanDyn;LYWU441;769273359;Maria Pinto;Active;;8000,00;0,00;0,00;8000,00;8079,47;04-05-2023 14:50:05;04-05-2023;30-06-2023 15:27:50;30-06-2023 15:27:50;
kredit-test;MGRH244;178349251;Clara Wieck;In Arrears;;1000,00;166,66;169,18;0,00;0,00;06-06-2023 15:09:49;06-06-2023;;08-08-2023 04:40:18;
Golden Bullet Loan​;GEAA202;769273359;Maria Pinto;Active;;350,00;0,00;0,00;0,00;0,00;19-06-2023 11:31:18;19-06-2023;;19-06-2023 11:31:18;
Agriculture Loan;L051;C051;Martim Leitao Reis;Approved;;1150,00;0,00;0,00;0,00;0,00;09-04-2021 18:26:24;;;06-12-2022 17:45:28;
SO Bank BNPL ;897055447;314316158;Pedro Pascal;Approved;;1000,00;0,00;0,00;0,00;0,00;27-03-2023 09:21:13;;;27-03-2023 09:21:12;
Agriculture Loan;OQJB863;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 11:26:07;;;06-12-2022 17:45:27;
Agriculture Loan;PPJA997;1;Kulthoom Nwankwo;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 11:43:27;;;06-12-2022 17:45:27;
Agriculture Loan;JPBQ678;2;Uros غلامرضایی;Approved;;1145,00;0,00;0,00;0,00;0,00;17-02-2021 11:43:28;;;06-12-2022 17:45:28;
Agriculture Loan;HSSH338;3;Nina Quynh;Approved;;800,00;0,00;0,00;0,00;0,00;17-02-2021 11:43:28;;;06-12-2022 17:45:28;
Agriculture Loan;SAFC644;3;Nina Quynh;Approved;;800,00;0,00;0,00;0,00;0,00;17-02-2021 11:49:46;;;06-12-2022 17:45:28;
BNPL - Dynamic;MARKETBANK-582501;881857316;Joud  Zaumot;Closed;;59,99;0,00;0,00;59,99;59,99;27-06-2022 14:47:47;27-06-2022;27-06-2022 14:51:58;27-06-2022 14:51:58;27-06-2022 14:51:59
BNPL - Dynamic;MARKETBANK-817551;881857316;Joud  Zaumot;Closed;;39,99;0,00;0,00;39,99;39,99;27-06-2022 16:22:27;27-06-2022;27-06-2022 16:22:35;27-06-2022 17:05:47;27-06-2022 17:05:47
BNPL - Dynamic;MARKETBANK-884981;881857316;Joud  Zaumot;Closed;;129,98;0,00;0,00;129,98;129,98;27-06-2022 19:05:10;27-06-2022;27-06-2022 19:34:10;27-06-2022 19:34:11;27-06-2022 19:34:11
pl test 2;112244692;009798433;Client_Luís Ferreira;In Arrears;;1500,00;300,00;395,13;100,00;100,00;22-03-2023 12:26:11;22-03-2023;22-03-2023 15:38:16;24-07-2023 01:19:59;
SO Bank BNPL ;835195147;859605806;Angelina Jolie;Approved;;10000,00;0,00;0,00;0,00;0,00;22-03-2023 15:06:05;;;22-03-2023 15:06:04;
Car Loan;WORR000;673708750;Shapova Dormikome;In Arrears;;25000,00;8333,36;10119,09;16666,64;28809,50;19-05-2022 16:37:26;06-04-2022;21-12-2022 16:00:05;13-01-2023 00:42:01;
Simple Fixed;VFGF432;299268506;Client Nuno Faria;Approved;;10000,00;0,00;0,00;0,00;0,00;08-06-2022 23:22:39;;;06-12-2022 17:45:35;
Buy Now Pay Later;MARKETBANK-439100;MARKETBANK-G62a1eb0b2adb0;Pedro Albano;Approved;;79,99;0,00;0,00;0,00;0,00;09-06-2022 13:44:10;;;06-12-2022 17:45:33;
Personal Loan;GMMX182;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;04-03-2021 18:53:45;;;06-12-2022 17:45:43;
Personal Loan;WMOW884;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;04-03-2021 18:54:19;;;06-12-2022 17:45:43;
Term Credit - (very) Long Term ;EXHF928;288265930;Teste Empresa;In Arrears;;2000,00;56,23;477,05;0,00;0,00;15-06-2023 16:11:12;15-06-2023;;21-07-2023 00:54:18;
Construction Loan;EAGJ356;834417732;Rui Pedro Esteves;Rejected;;50000,00;0,00;0,00;0,00;0,00;;;;15-09-2022 14:22:54;15-09-2022 14:22:55
Construction Loan;MAFV590;834417732;Rui Pedro Esteves;In Arrears;;30000,00;312,50;320,78;10000,00;10000,00;15-09-2022 16:42:07;15-09-2022;15-09-2022 16:45:15;14-07-2023 00:45:03;
Agriculture Loan;RCYC680;248903155;Lukas Test;Approved;;951,00;0,00;0,00;0,00;0,00;21-04-2021 18:20:57;;;06-12-2022 17:45:28;
Big Bucks Loan;KTPJ930;588933162;Bruce Bennar;In Arrears;;50000,00;41666,60;177497,56;4166,66;5547,48;20-01-2022 12:07:05;01-11-2021;20-01-2022 12:13:13;08-08-2023 04:40:25;
SME Tranched Loan;CVPQ040;764634219;Labs & Strategy SA;In Arrears;;100000,00;35000,00;35055,41;5000,00;5000,00;17-01-2023 14:28:18;17-01-2023;17-01-2023 14:31:29;18-05-2023 05:09:59;
SO Mortgage Account - EUR;460216316;167639416;BHARATHI N;Approved;;100,00;0,00;0,00;0,00;0,00;25-03-2023 18:43:35;;;25-03-2023 18:43:35;
SO Mortgage Account - EUR;433310016;167639416;BHARATHI N;Approved;;5948,00;0,00;0,00;0,00;0,00;25-03-2023 18:45:02;;;25-03-2023 18:45:02;
SO Mortgage Account - EUR;420243508;167639416;BHARATHI N;Approved;;5948,00;0,00;0,00;0,00;0,00;25-03-2023 18:45:26;;;25-03-2023 18:45:26;
Agriculture Loan;L023;C03;Pedro Miguel Marquez;Approved;;1150,00;0,00;0,00;0,00;0,00;07-04-2021 15:42:58;;;06-12-2022 17:45:27;
Construction Loan;L022;C02;Martim Leitao Reis;Pending Approval;;13111751500,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Agriculture Loan;L030;C03;Pedro Miguel Marquez;Approved;;1150,00;0,00;0,00;0,00;0,00;07-04-2021 17:16:48;;;06-12-2022 17:45:27;
Construction Loan;L029;C02;Martim Leitao Reis;Pending Approval;;13111751500,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:36;
Fishermen Group Loan;L035;C027;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;07-04-2021 17:16:48;;;06-12-2022 17:45:31;
Personal Loan;L034;C08;Andre Drumond Mateus;Approved;;5000,00;0,00;0,00;0,00;0,00;07-04-2021 17:16:48;;;06-12-2022 17:45:45;
Retail Mortgage;MRTG-RET-QCCG301;299268506;Client Nuno Faria;Approved;;100000,00;0,00;0,00;0,00;0,00;03-05-2021 16:15:17;;;06-12-2022 17:45:38;
Retail Mortgage;MRTG-RET-UHKC917;299268506;Client Nuno Faria;In Arrears;;100000,00;100000,00;387611,12;0,00;0,00;03-05-2021 16:26:32;08-06-2022;;08-08-2023 04:41:24;
Retail Mortgage;MRTG-RET-ABLP821;299268506;Client Nuno Faria;Approved;;250000,00;45454,54;49621,20;0,00;0,00;01-06-2021 14:23:54;;;06-12-2022 17:45:38;
Retail Mortgage;MRTG-RET-WLOQ842;299268506;Client Nuno Faria;Pending Approval;;100000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:38;
WUBS Loan AT EUR 1D - Updated;L2414962116;299268506;Client Nuno Faria;In Arrears;Locked;100000,00;100000,00;104141,50;0,00;0,00;04-05-2021 18:11:53;04-05-2021;;06-12-2022 17:45:29;
Construction Loan;IFHZ906;678220976;James Theodore White;Closed;;5000,00;0,00;0,00;100,00;100,98;23-02-2021 11:24:46;23-02-2021;22-04-2021 11:03:03;22-04-2021 11:03:04;22-04-2021 11:03:04
test3;YJKE871;938360370;Peter Laurent;Active;;5000,00;0,00;0,00;5000,00;5685,00;08-11-2022 14:23:37;08-11-2022;08-11-2022 14:26:07;06-12-2022 17:49:57;
AAAA;QHUW605;597216562;ana RD;Approved;;5000,00;0,00;0,00;0,00;0,00;26-01-2022 15:09:30;;;06-12-2022 17:45:34;
Agriculture Loan;ABNS157;048660079;Rachel Williams;In Arrears;;950,00;950,00;1026,35;0,00;0,00;26-01-2022 18:08:13;26-01-2022;;06-12-2022 17:45:31;
BNPL - Dynamic;MARKETBANK-365823;MARKETBANK-1;Gil Pinto;Approved;;59,99;0,00;0,00;0,00;0,00;22-06-2022 18:16:45;;;06-12-2022 17:45:25;
Tracker Mortgage;ZBYY828;978755533;Nuno Tiago;Approved;;450000,00;0,00;0,00;0,00;0,00;30-09-2022 15:27:26;;;06-12-2022 17:49:59;
Credit Card PT;L026;C07;Pedro Miguel Marquez;Approved;;5000,00;0,00;0,00;0,00;0,00;07-04-2021 15:43:22;;;06-12-2022 17:45:31;
Student Loan;L025;C06;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;07-04-2021 15:43:41;;;06-12-2022 17:45:41;
Agriculture Loan;L016;C03;Pedro Miguel Marquez;Approved;;1150,00;0,00;0,00;0,00;0,00;06-04-2021 12:28:57;;;06-12-2022 17:45:27;
Credit Card PT;L019;C07;Pedro Miguel Marquez;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 12:39:44;;;06-12-2022 17:45:31;
Student Loan;L018;C06;Martim Leitao Reis;Approved;;5000,00;0,00;0,00;0,00;0,00;06-04-2021 12:40:02;;;06-12-2022 17:45:41;
Agriculture Loan;L00004;00004;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;22-02-2021 10:50:59;;;06-12-2022 17:45:32;
Agriculture Loan;L00007;00007;Pedro Miguel Marquez;Approved;;800,00;0,00;0,00;0,00;0,00;22-02-2021 11:17:46;;;06-12-2022 17:45:33;
Agriculture Loan;L00008;00008;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;22-02-2021 11:17:46;;;06-12-2022 17:45:33;
Agriculture Loan;YSON852;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;10-02-2021 15:17:41;;;06-12-2022 17:45:23;
SO Bank BNPL ;805260969;314316158;Pedro Pascal;Approved;;1000,00;0,00;0,00;0,00;0,00;22-03-2023 16:17:59;;;22-03-2023 16:17:58;
pl test 3;113400725;009798433;Client_Luís Ferreira;In Arrears;;1500,00;0,00;54,36;700,00;700,00;22-03-2023 16:52:02;22-03-2023;22-03-2023 17:06:13;24-07-2023 01:19:57;
Corporate Lending;PYZU053;205270106;EmpresaAngelina;Pending Approval;;100,00;0,00;0,00;0,00;0,00;;;;03-03-2023 12:16:40;
Corporate Lending;ZNAZ317;205270106;EmpresaAngelina;Pending Approval;;10000,00;0,00;0,00;0,00;0,00;;;;03-03-2023 15:27:53;
SO Mortgage Account EURIBOR  - EUR v4;405837641;243772958;Carol Amandino;Approved;;60000,00;0,00;0,00;0,00;0,00;26-07-2023 11:30:53;;;26-07-2023 11:30:53;
test2;FCCU757;869110148;Filipe António;Approved;;5000,00;0,00;0,00;0,00;0,00;07-11-2022 12:56:58;;;07-11-2022 12:56:57;
Car Loan;DTHH664;1315;Diogo Miguel Dias;Approved;;1150,00;0,00;0,00;0,00;0,00;02-03-2021 16:12:14;;;06-12-2022 17:50:16;
Car Loan;ADFQ526;1315;Diogo Miguel Dias;Approved;;1150,00;0,00;0,00;0,00;0,00;02-03-2021 16:49:02;;;06-12-2022 17:45:20;
Fishermen Group Loan;AGLX139;1315;Diogo Miguel Dias;Approved;;1150,00;0,00;0,00;0,00;0,00;02-03-2021 16:56:20;;;06-12-2022 17:45:20;
Capitalized Fee test;L00043;00046;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;02-03-2021 17:48:49;;;06-12-2022 17:45:20;
LoanProduct_Test;ZRWJ899;718538287;Client_ Test;In Arrears;;100000,00;99967,78;99967,78;32,22;60,00;18-05-2022 18:54:28;18-05-2022;19-05-2022 16:31:46;06-12-2022 17:49:59;
Agriculture Loan;FHUG191;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 09:13:34;;;06-12-2022 17:45:27;
Agriculture Loan;QTLZ349;288724520;Afonso Carvalho Pereira;Approved;;1150,00;0,00;0,00;0,00;0,00;17-02-2021 09:24:36;;;06-12-2022 17:45:27;
Agriculture Loan;Loan4;123114;Andre Drumond Mateus;Approved;;900,00;0,00;0,00;0,00;0,00;19-02-2021 16:57:52;;;06-12-2022 17:45:31;
OffSetFull;OKGX010;769273359;Maria Pinto;In Arrears;;1000,00;0,00;0,00;200,55;200,55;04-07-2023 09:22:48;04-07-2023;03-08-2023 05:31:11;04-08-2023 10:24:21;
Agriculture Loan;Loan2;123112;Martim Leitao Reis;Approved;;1145,00;0,00;0,00;0,00;0,00;19-02-2021 16:57:51;;;06-12-2022 17:45:31;
Personal Loan;WCQB328;1315;Diogo Miguel Dias;Approved;;5000,00;0,00;0,00;0,00;0,00;05-03-2021 11:29:01;;;06-12-2022 17:45:43;
Personal Loan;EGYR366;1315;Diogo Miguel Dias;In Arrears;;5000,00;5005,00;5005,00;0,00;0,00;05-03-2021 11:39:42;;;06-12-2022 17:45:44;
TesteLoan;DMWW760;769273359;Maria Pinto;In Arrears;;600,00;600,00;600,00;0,00;0,00;15-06-2023 14:06:52;15-06-2023;;21-06-2023 03:44:06;
TesteLoan;WMKT365;769273359;Maria Pinto;In Arrears;;716,89;716,89;716,89;0,00;0,00;15-06-2023 14:16:36;15-06-2023;;21-06-2023 03:44:05;
TesteLoan;IHFM901;769273359;Maria Pinto;Closed;Rescheduled;500,10;0,00;0,00;0,00;0,00;15-06-2023 14:20:34;15-06-2023;;19-06-2023 10:30:52;19-06-2023 10:30:51
Agriculture Loan;ZOOS781;567783887;Marta Coelho;Closed;Withdrawn;950,00;0,00;0,00;0,00;0,00;17-05-2021 14:46:16;;;17-05-2021 14:46:22;17-05-2021 14:46:23
SO Bank BNPL ;805423556;550185700;Ariel Mermaid;Partial Application;;1500,00;0,00;0,00;0,00;0,00;;;;06-03-2023 13:59:06;
Term Credit - (very) Long Term ;IVNP211;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 14:23:30;;;13-06-2023 14:23:30;
TesteLoanCustom;SGVL634;769273359;Maria Pinto;Closed;Rescheduled;1000,00;0,00;0,00;285,72;294,00;05-05-2023 15:08:40;05-05-2023;12-06-2023 14:44:08;15-06-2023 14:16:36;15-06-2023 14:16:36
SO Mortgage Account EURIBOR  - EUR v4;436449322;243772958;Carol Amandino;Approved;;50000,00;0,00;0,00;0,00;0,00;28-07-2023 14:31:44;;;28-07-2023 14:31:43;
BNPL - Dynamic;MARKETBANK-955531;881857316;Joud  Zaumot;Closed;;79,99;0,00;0,00;79,99;79,99;23-06-2022 15:37:01;23-06-2022;27-06-2022 02:54:12;27-06-2022 02:54:12;27-06-2022 02:54:12
BNPL - Dynamic;MARKETBANK-916322;881857316;Joud  Zaumot;Closed;;79,99;0,00;0,00;79,99;79,99;24-06-2022 11:33:24;24-06-2022;27-06-2022 02:54:28;27-06-2022 02:54:28;27-06-2022 02:54:28
Retail Mortgage;MRTG-RET-JUDV728;299268506;Client Nuno Faria;Approved;;100000,00;0,00;0,00;0,00;0,00;22-03-2021 18:26:58;;;06-12-2022 17:45:37;
Capitalized Fee test;L038;C04;Andre Drumond Mateus;Approved;;1145,00;0,00;0,00;0,00;0,00;08-04-2021 18:50:41;;;06-12-2022 17:45:23;
Construction Loan;L036;C02;Martim Leitao Reis;Pending Approval;;13111751500,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:45:37;
Personal Loan;L041;C08;Andre Drumond Mateus;Approved;;5000,00;0,00;0,00;0,00;0,00;08-04-2021 18:51:06;;;06-12-2022 17:45:20;
Capitalized Fee test;L00083;321151564;Andre Drumond Mateus;Approved;;1145,00;0,00;0,00;0,00;0,00;05-04-2021 19:13:46;;;06-12-2022 17:45:23;
Personal Loan;L00086;0;گلشن Chinwenma;Approved;;5000,00;0,00;0,00;0,00;0,00;05-04-2021 19:14:16;;;06-12-2022 17:45:44;
Student Loan;L00084;0;گلشن Chinwenma;Approved;;5000,00;0,00;0,00;0,00;0,00;05-04-2021 19:14:22;;;06-12-2022 17:45:41;
Revolving ;FRUO010;299268506;Client Nuno Faria;Pending Approval;;1000,00;0,00;0,00;0,00;0,00;;;;06-12-2022 17:49:59;
BNPL - KTB;IQWK890;299268506;Client Nuno Faria;In Arrears;;10000,00;10000,00;17666,64;0,00;0,00;18-04-2023 14:57:44;18-04-2023;;08-08-2023 04:51:15;
GracePeriod ON;PDZI102;299268506;Client Nuno Faria;Approved;;10000,00;0,00;0,00;0,00;0,00;18-04-2023 15:05:22;;;18-04-2023 15:05:21;
BNPL - KTB;WLNU608;299268506;Client Nuno Faria;In Arrears;;10000,00;10000,00;10050,03;0,00;0,00;18-04-2023 15:06:46;18-04-2023;;28-04-2023 01:05:57;
BNPL - KTB;LRNO188;299268506;Client Nuno Faria;Approved;;10000,00;0,00;0,00;0,00;0,00;18-04-2023 15:09:13;;;18-04-2023 15:09:13;
BNPL;EXVS810;299268506;Client Nuno Faria;In Arrears;;10000,00;3000,00;3150,00;0,00;0,00;18-04-2023 15:11:04;18-04-2023;;19-07-2023 00:50:03;
BNPL - KTB (Copy);ELUC999;299268506;Client Nuno Faria;In Arrears;;10000,00;8511,12;8582,90;1488,88;1500,00;18-04-2023 15:17:47;18-04-2023;21-04-2023 12:02:05;28-04-2023 01:05:52;
Term Credit - (very) Long Term ;SHHR694;243772958;Carol Amandino;Approved;;1500,00;0,00;0,00;0,00;0,00;13-06-2023 17:01:17;;;13-06-2023 17:01:17;
Term Credit - (very) Long Term ;KMJD289;243772958;Carol Amandino;In Arrears;;8000,00;330,10;1908,18;0,00;0,00;13-06-2023 19:00:36;13-06-2023;;14-07-2023 00:45:05;
Car Loan;EBVB672;270525492;Client_test_mateus mateus mateus;Closed;;950,00;0,00;0,00;950,00;1000,90;23-05-2022 10:43:09;23-05-2022;23-05-2022 10:46:48;23-05-2022 10:47:32;23-05-2022 10:47:33
AAAA;GVMH970;170932032;MM JJ;Approved;;5000,00;0,00;0,00;0,00;0,00;28-03-2022 16:11:33;;;06-12-2022 17:45:34;
AAAA;QTTJ232;111076664;João Pinto Gomes;Closed;Refinanced;50000,00;0,00;0,00;6527,83;10000,00;27-01-2022 14:27:35;27-01-2022;27-01-2022 14:34:17;27-01-2022 14:35:34;27-01-2022 14:35:33
AAAA;YUNU841;111076664;João Pinto Gomes;In Arrears;;76251,20;36219,32;37547,42;0,00;0,00;27-01-2022 14:35:33;27-01-2022;;06-12-2022 17:45:34;
